Student_ID,Date,Day,Sleep_Hours,Study_Hours,Class_Attendance,Meal_Count,Physical_Activity,Screen_Time_Hours,Mood
STD004,2025-03-08,Saturday,6.5,2.7,False,4,Walk,5.7,Neutral
STD024,2025-04-17,Thursday,9.2,3.2,False,3,Sports,1.7,Neutral
STD093,2025-03-20,Thursday,4.8,3.6,True,4,Sports,5.7,Stressed
STD100,2025-03-12,Wednesday,8.5,6.9,True,3,None,2.0,Neutral
STD086,2025-04-14,Monday,7.7,2.7,True,1,None,3.4,Happy
STD051,2025-04-11,Friday,5.2,4.9,False,2,None,4.2,Neutral
STD162,2025-02-26,Wednesday,7.4,7.8,False,1,None,3.5,Happy
STD160,2025-02-21,Friday,7.7,7.9,True,1,None,3.4,Stressed
STD124,2025-02-28,Friday,5.9,4.5,True,3,None,5.7,Stressed
STD135,2025-03-27,Thursday,9.2,1.3,False,3,Sports,2.4,Neutral
STD127,2025-04-08,Tuesday,9.9,7.4,False,1,Walk,8.8,Happy
STD049,2025-03-24,Monday,6.5,2.9,False,4,Sports,8.2,Happy
STD054,2025-03-13,Thursday,4.2,0.5,True,3,None,7.0,Happy
STD107,2025-03-03,Monday,9.5,2.8,True,1,Gym,4.5,Happy
STD007,2025-04-01,Tuesday,5.1,1.7,True,2,Sports,5.5,Neutral
STD035,2025-04-07,Monday,4.1,0.6,False,1,None,8.6,Happy
STD033,2025-03-07,Friday,9.2,1.3,True,4,Walk,7.8,Neutral
STD066,2025-04-02,Wednesday,7.9,2.3,True,1,Walk,9.9,Happy
STD130,2025-04-16,Wednesday,8.4,3.6,False,3,None,9.3,Happy
STD030,2025-02-28,Friday,4.9,6.8,True,4,None,1.9,Neutral
STD075,2025-03-02,Sunday,5.9,2.1,False,2,Gym,3.5,Neutral
STD145,2025-03-16,Sunday,9.3,4.4,False,3,Walk,6.1,Stressed
STD062,2025-04-14,Monday,9.1,1.2,False,2,None,8.2,Stressed
STD089,2025-04-09,Wednesday,8.7,7.2,False,3,Walk,1.9,Stressed
STD159,2025-03-16,Sunday,6.5,6.6,False,4,Gym,7.7,Neutral
STD189,2025-04-13,Sunday,6.4,1.2,False,3,Walk,8.7,Stressed
STD146,2025-03-10,Monday,9.0,0.0,False,3,Sports,8.8,Sad
STD191,2025-03-07,Friday,9.3,7.0,False,1,None,8.7,Stressed
STD149,2025-03-11,Tuesday,6.6,7.4,False,2,Sports,2.5,Stressed
STD085,2025-03-04,Tuesday,7.5,1.3,True,1,Gym,4.4,Happy
STD005,2025-02-26,Wednesday,6.5,5.4,False,1,None,9.7,Stressed
STD189,2025-02-25,Tuesday,6.1,5.9,False,3,Gym,8.0,Neutral
STD190,2025-04-06,Sunday,6.1,2.5,True,4,Gym,8.0,Stressed
STD143,2025-03-18,Tuesday,7.5,5.6,False,4,Gym,5.5,Happy
STD167,2025-03-17,Monday,4.8,6.9,True,4,Sports,3.5,Neutral
STD161,2025-03-26,Wednesday,7.8,3.2,True,3,Sports,9.6,Stressed
STD013,2025-03-09,Sunday,8.6,4.5,True,4,Walk,7.2,Happy
STD171,2025-03-02,Sunday,6.4,0.2,False,1,Walk,5.5,Happy
STD046,2025-02-27,Thursday,7.3,6.1,True,3,Sports,8.0,Stressed
STD016,2025-03-02,Sunday,9.5,5.3,True,3,None,4.2,Sad
STD094,2025-04-10,Thursday,6.6,3.6,False,3,Walk,1.5,Happy
STD172,2025-02-21,Friday,8.5,1.3,True,1,Gym,5.8,Neutral
STD120,2025-03-01,Saturday,5.4,6.5,False,2,None,3.1,Stressed
STD153,2025-03-12,Wednesday,5.4,1.9,True,1,None,3.5,Neutral
STD016,2025-03-14,Friday,8.2,6.9,True,3,Gym,6.7,Neutral
STD063,2025-04-10,Thursday,8.5,7.1,True,1,None,8.7,Sad
STD155,2025-02-28,Friday,8.8,4.6,False,4,Sports,4.8,Neutral
STD080,2025-03-01,Saturday,4.0,0.5,True,3,Sports,4.7,Stressed
STD148,2025-03-10,Monday,8.9,3.7,False,4,Walk,6.4,Neutral
STD047,2025-04-11,Friday,4.5,0.2,True,3,Gym,1.7,Neutral
STD084,2025-03-03,Monday,9.4,6.4,True,2,None,2.8,Neutral
STD136,2025-03-16,Sunday,5.4,0.9,False,4,Walk,2.8,Stressed
STD043,2025-03-23,Sunday,4.7,5.0,True,3,Gym,7.5,Neutral
STD045,2025-03-19,Wednesday,4.7,0.5,False,2,Walk,2.4,Sad
STD003,2025-03-31,Monday,6.5,1.0,False,4,Gym,7.3,Stressed
STD181,2025-03-01,Saturday,9.7,5.5,False,3,Walk,1.9,Neutral
STD195,2025-02-26,Wednesday,4.9,0.8,False,1,Sports,1.1,Stressed
STD137,2025-02-18,Tuesday,9.5,2.1,True,3,None,6.9,Happy
STD088,2025-04-15,Tuesday,5.9,1.4,False,3,Gym,4.9,Sad
STD130,2025-04-07,Monday,7.5,1.3,False,3,Gym,3.7,Neutral
STD020,2025-03-16,Sunday,9.3,3.6,True,3,Walk,6.6,Happy
STD195,2025-02-21,Friday,8.9,5.8,True,2,Gym,7.7,Neutral
STD192,2025-03-24,Monday,4.0,4.5,True,2,Walk,2.1,Neutral
STD091,2025-04-08,Tuesday,4.9,4.8,False,1,Gym,2.4,Neutral
STD083,2025-02-27,Thursday,6.3,3.9,True,2,Sports,4.3,Neutral
STD174,2025-04-15,Tuesday,4.0,3.2,True,3,Walk,5.1,Happy
STD154,2025-02-23,Sunday,9.4,3.0,False,3,Gym,9.3,Neutral
STD135,2025-02-22,Saturday,7.5,1.9,True,1,Sports,7.7,Neutral
STD040,2025-04-07,Monday,9.2,3.9,False,2,Walk,9.4,Neutral
STD061,2025-02-27,Thursday,4.5,6.4,False,1,Gym,5.3,Stressed
STD192,2025-04-06,Sunday,8.9,8.0,False,1,Walk,5.5,Happy
STD026,2025-04-14,Monday,6.6,7.4,True,4,Gym,4.8,Stressed
STD029,2025-04-17,Thursday,8.1,4.9,False,2,Walk,1.1,Neutral
STD171,2025-03-26,Wednesday,4.4,2.1,False,4,Walk,9.0,Sad
STD042,2025-03-04,Tuesday,6.6,3.3,True,1,Walk,6.0,Sad
STD039,2025-03-14,Friday,7.2,2.1,False,1,Sports,4.7,Sad
STD061,2025-03-17,Monday,9.5,7.6,True,4,Walk,4.6,Happy
STD180,2025-02-21,Friday,4.4,2.4,True,2,Sports,3.0,Neutral
STD099,2025-02-22,Saturday,4.9,6.0,False,3,None,2.0,Sad
STD028,2025-03-13,Thursday,5.1,4.3,False,1,Walk,9.1,Happy
STD001,2025-02-27,Thursday,6.0,5.6,False,3,Gym,9.6,Happy
STD185,2025-04-10,Thursday,5.8,6.9,True,3,Gym,3.5,Sad
STD020,2025-02-26,Wednesday,5.4,2.5,False,1,Walk,9.8,Stressed
STD069,2025-04-14,Monday,8.1,6.8,False,2,Sports,2.6,Stressed
STD125,2025-03-03,Monday,8.0,5.7,False,4,Walk,6.2,Happy
STD040,2025-03-20,Thursday,7.0,7.6,False,1,Gym,5.5,Sad
STD033,2025-03-21,Friday,9.7,3.7,True,3,None,4.9,Sad
STD065,2025-03-05,Wednesday,4.8,3.6,False,3,Sports,6.9,Sad
STD191,2025-04-03,Thursday,7.7,5.7,True,2,Gym,8.4,Neutral
STD006,2025-04-05,Saturday,4.8,3.1,True,3,Walk,9.8,Neutral
STD160,2025-02-21,Friday,4.8,3.9,False,3,None,6.0,Neutral
STD125,2025-03-05,Wednesday,7.8,2.4,True,4,Sports,4.4,Neutral
STD019,2025-03-03,Monday,7.4,0.4,False,3,Gym,8.7,Happy
STD191,2025-04-10,Thursday,8.2,7.2,False,4,None,3.2,Neutral
STD111,2025-02-21,Friday,4.1,6.7,True,1,None,2.4,Sad
STD076,2025-03-04,Tuesday,8.5,2.9,True,1,Sports,7.4,Stressed
STD076,2025-03-20,Thursday,4.6,2.5,True,4,Sports,6.2,Happy
STD017,2025-03-31,Monday,4.0,6.7,True,4,None,8.0,Neutral
STD120,2025-03-07,Friday,5.5,2.2,True,1,Sports,4.4,Neutral
STD053,2025-03-29,Saturday,6.2,6.4,True,4,Gym,7.5,Happy
STD128,2025-02-19,Wednesday,8.1,5.1,True,1,Walk,1.6,Neutral
STD166,2025-03-22,Saturday,9.9,3.7,False,4,Walk,1.8,Happy
STD116,2025-02-28,Friday,4.1,1.4,False,1,None,7.1,Sad
STD056,2025-03-28,Friday,8.7,7.8,False,1,None,7.3,Happy
STD060,2025-04-12,Saturday,9.1,4.0,False,1,Sports,5.6,Sad
STD036,2025-03-29,Saturday,6.8,6.2,False,4,Walk,7.1,Stressed
STD117,2025-03-23,Sunday,5.1,1.4,True,2,Sports,5.0,Neutral
STD126,2025-02-21,Friday,4.8,4.3,False,3,Walk,4.0,Neutral
STD056,2025-04-08,Tuesday,6.0,8.0,True,4,None,8.6,Happy
STD084,2025-03-31,Monday,6.3,3.2,False,4,Walk,6.1,Stressed
STD107,2025-04-03,Thursday,7.0,3.4,True,3,Sports,3.6,Neutral
STD028,2025-04-17,Thursday,6.7,4.0,True,3,Walk,7.3,Stressed
STD183,2025-03-20,Thursday,7.9,6.6,True,1,Walk,9.8,Happy
STD150,2025-02-24,Monday,5.7,2.1,True,3,Walk,9.6,Happy
STD065,2025-03-19,Wednesday,4.0,4.9,False,2,Gym,8.1,Stressed
STD082,2025-03-13,Thursday,9.1,4.7,True,4,Gym,3.1,Neutral
STD015,2025-04-03,Thursday,9.4,3.0,False,3,Walk,9.1,Happy
STD162,2025-02-18,Tuesday,5.0,6.9,False,4,Walk,3.8,Happy
STD029,2025-03-17,Monday,4.5,4.1,True,1,Walk,8.2,Stressed
STD056,2025-04-14,Monday,9.1,1.6,False,2,Sports,5.9,Happy
STD171,2025-03-26,Wednesday,8.6,5.7,True,2,None,8.8,Happy
STD148,2025-03-21,Friday,6.1,5.3,True,3,None,7.2,Stressed
STD037,2025-04-12,Saturday,6.1,0.6,True,4,Walk,1.1,Stressed
STD043,2025-02-27,Thursday,9.7,6.1,False,1,Sports,6.8,Sad
STD088,2025-04-04,Friday,6.4,1.7,True,4,Sports,5.0,Stressed
STD091,2025-04-17,Thursday,6.9,7.1,True,3,None,4.2,Happy
STD148,2025-02-20,Thursday,7.1,7.3,False,1,None,1.1,Happy
STD066,2025-04-09,Wednesday,5.3,0.5,True,4,Gym,6.0,Neutral
STD142,2025-04-02,Wednesday,10.0,6.1,False,2,Walk,3.4,Neutral
STD123,2025-02-24,Monday,5.6,5.0,True,3,None,7.7,Stressed
STD160,2025-03-12,Wednesday,7.2,3.5,True,3,None,2.3,Happy
STD062,2025-03-04,Tuesday,8.6,3.1,True,4,None,9.0,Happy
STD116,2025-03-19,Wednesday,8.2,3.6,True,2,Walk,9.9,Happy
STD131,2025-03-31,Monday,7.7,2.7,True,4,Gym,4.8,Neutral
STD081,2025-03-25,Tuesday,5.5,2.6,False,3,Gym,9.3,Stressed
STD125,2025-04-04,Friday,8.6,5.6,False,2,None,1.4,Stressed
STD129,2025-03-07,Friday,9.0,3.8,True,2,Walk,3.0,Happy
STD164,2025-03-25,Tuesday,5.4,4.5,True,1,Sports,7.1,Neutral
STD040,2025-03-14,Friday,5.6,1.3,True,2,Gym,4.9,Sad
STD127,2025-04-12,Saturday,9.5,4.0,False,2,None,3.5,Neutral
STD183,2025-03-31,Monday,4.1,5.1,True,3,Sports,6.3,Stressed
STD178,2025-02-25,Tuesday,4.4,3.7,False,1,Gym,6.2,Stressed
STD023,2025-02-20,Thursday,7.2,5.1,True,4,None,1.4,Stressed
STD052,2025-03-21,Friday,6.0,7.3,False,1,Gym,9.6,Neutral
STD178,2025-03-12,Wednesday,9.8,0.3,True,4,Walk,1.3,Stressed
STD113,2025-03-03,Monday,4.1,3.2,True,1,Sports,3.0,Happy
STD115,2025-04-09,Wednesday,9.8,0.3,True,1,Gym,2.1,Sad
STD111,2025-03-04,Tuesday,5.5,0.8,False,2,Gym,8.5,Stressed
STD008,2025-04-10,Thursday,9.8,5.6,True,4,None,3.3,Neutral
STD050,2025-02-19,Wednesday,5.2,4.6,True,4,Sports,8.1,Neutral
STD014,2025-03-01,Saturday,8.6,7.7,False,1,Gym,4.7,Neutral
STD168,2025-03-10,Monday,4.2,5.4,True,4,Sports,5.7,Stressed
STD058,2025-03-12,Wednesday,5.2,3.8,True,3,Walk,4.1,Sad
STD149,2025-04-12,Saturday,9.5,4.5,False,3,Gym,5.4,Neutral
STD061,2025-02-24,Monday,4.4,5.4,False,4,None,2.7,Stressed
STD124,2025-03-07,Friday,7.8,6.9,True,4,Gym,5.4,Stressed
STD186,2025-03-30,Sunday,6.0,6.1,False,3,None,3.2,Neutral
STD191,2025-03-12,Wednesday,8.6,4.7,False,2,Sports,8.1,Happy
STD190,2025-03-10,Monday,4.8,3.2,True,2,None,3.3,Neutral
STD064,2025-03-24,Monday,8.6,1.3,True,3,None,8.5,Stressed
STD108,2025-03-08,Saturday,4.8,5.9,True,2,Sports,5.3,Neutral
STD172,2025-03-03,Monday,4.6,7.2,False,1,Sports,8.1,Happy
STD132,2025-03-31,Monday,4.2,6.1,False,4,Gym,7.0,Neutral
STD157,2025-04-15,Tuesday,9.4,3.3,True,2,Walk,1.6,Neutral
STD028,2025-03-06,Thursday,9.9,5.3,True,2,Walk,7.5,Neutral
STD114,2025-02-27,Thursday,9.1,4.5,True,4,None,3.0,Neutral
STD176,2025-03-11,Tuesday,4.2,5.1,True,3,Walk,5.3,Neutral
STD053,2025-03-19,Wednesday,4.3,2.2,False,4,Walk,1.2,Stressed
STD083,2025-04-06,Sunday,4.5,4.7,True,1,Gym,9.0,Happy
STD021,2025-02-20,Thursday,5.7,1.1,True,2,Walk,5.5,Neutral
STD101,2025-02-24,Monday,5.0,3.4,True,4,Sports,3.6,Stressed
STD118,2025-03-16,Sunday,5.6,6.0,False,4,Gym,8.6,Stressed
STD136,2025-03-26,Wednesday,8.6,7.7,False,4,None,7.5,Happy
STD196,2025-04-15,Tuesday,4.5,6.5,True,2,Gym,8.5,Happy
STD176,2025-03-17,Monday,8.5,7.4,True,3,Gym,3.9,Happy
STD086,2025-02-26,Wednesday,7.5,3.0,True,4,None,2.0,Stressed
STD030,2025-04-08,Tuesday,9.0,3.4,True,4,Walk,9.8,Happy
STD160,2025-03-15,Saturday,9.3,3.5,True,2,Walk,6.4,Happy
STD152,2025-02-20,Thursday,9.3,5.4,True,2,Sports,5.5,Neutral
STD055,2025-02-19,Wednesday,4.7,2.7,False,1,Gym,2.8,Happy
STD069,2025-03-12,Wednesday,8.5,7.8,True,3,Walk,9.7,Stressed
STD094,2025-03-05,Wednesday,9.3,1.1,True,1,Gym,2.2,Neutral
STD039,2025-03-10,Monday,8.2,4.4,False,4,None,4.6,Neutral
STD024,2025-04-17,Thursday,9.5,4.5,True,3,Gym,6.4,Stressed
STD144,2025-02-26,Wednesday,7.0,0.2,False,1,Sports,3.1,Sad
STD071,2025-04-12,Saturday,9.5,2.3,False,1,Walk,7.3,Neutral
STD050,2025-03-04,Tuesday,5.1,5.0,True,4,Gym,6.1,Happy
STD028,2025-03-07,Friday,6.2,0.9,False,4,Walk,9.0,Neutral
STD155,2025-02-21,Friday,5.3,3.2,False,3,Gym,9.7,Sad
STD175,2025-03-23,Sunday,10.0,7.7,False,2,None,6.6,Stressed
STD123,2025-03-07,Friday,7.2,3.5,True,3,Sports,7.3,Happy
STD028,2025-03-28,Friday,8.2,1.9,False,3,Walk,2.3,Neutral
STD157,2025-03-16,Sunday,8.6,6.0,False,4,Walk,4.3,Neutral
STD043,2025-04-11,Friday,7.5,2.4,False,4,Sports,1.4,Neutral
STD155,2025-04-06,Sunday,8.3,7.1,True,4,None,4.7,Happy
STD105,2025-03-15,Saturday,6.4,3.3,True,4,None,2.7,Happy
STD045,2025-04-12,Saturday,4.5,2.7,False,4,Gym,8.3,Stressed
STD003,2025-03-15,Saturday,7.5,3.9,True,3,Gym,7.3,Happy
STD103,2025-03-12,Wednesday,4.2,3.0,True,3,Sports,4.1,Neutral
STD105,2025-04-13,Sunday,7.2,7.5,True,4,Sports,1.5,Sad
STD185,2025-03-15,Saturday,5.2,2.1,True,4,Gym,5.1,Neutral
STD042,2025-03-08,Saturday,4.4,0.7,False,4,None,9.3,Stressed
STD187,2025-03-17,Monday,6.1,0.2,True,2,Walk,3.5,Stressed
STD195,2025-03-21,Friday,8.4,1.0,False,2,Sports,2.2,Happy
STD105,2025-04-02,Wednesday,8.8,0.8,True,3,Sports,8.8,Stressed
STD136,2025-04-08,Tuesday,8.6,2.4,False,2,Sports,9.6,Neutral
STD021,2025-03-17,Monday,5.5,2.7,False,4,None,7.9,Sad
STD035,2025-03-07,Friday,7.9,0.6,False,1,None,5.0,Happy
STD079,2025-02-17,Monday,7.8,6.6,False,2,Gym,1.7,Happy
STD147,2025-02-27,Thursday,9.6,4.3,True,1,None,3.1,Sad
STD010,2025-03-02,Sunday,7.0,0.7,True,4,Walk,6.1,Happy
STD134,2025-02-21,Friday,8.2,3.8,True,1,None,5.5,Happy
STD007,2025-03-01,Saturday,9.3,2.6,False,2,Gym,8.8,Neutral
STD073,2025-02-17,Monday,5.6,3.3,True,4,None,6.6,Neutral
STD170,2025-02-22,Saturday,9.4,5.7,False,2,Gym,3.1,Stressed
STD096,2025-03-31,Monday,6.2,1.2,True,3,Gym,7.5,Sad
STD035,2025-03-11,Tuesday,8.6,2.5,True,1,None,9.4,Stressed
STD169,2025-03-02,Sunday,5.4,1.2,True,2,None,7.5,Neutral
STD137,2025-02-26,Wednesday,9.4,1.9,True,1,Walk,8.3,Neutral
STD138,2025-04-07,Monday,7.3,5.9,True,3,Gym,3.2,Sad
STD067,2025-03-13,Thursday,8.7,4.5,True,4,Sports,5.4,Stressed
STD118,2025-02-25,Tuesday,5.4,5.4,False,3,None,3.9,Stressed
STD066,2025-04-13,Sunday,9.1,4.7,True,1,Walk,5.4,Neutral
STD098,2025-03-28,Friday,6.5,1.7,True,4,None,6.7,Stressed
STD042,2025-03-02,Sunday,10.0,7.5,False,2,Sports,9.2,Happy
STD080,2025-03-25,Tuesday,7.7,6.3,False,1,None,7.2,Happy
STD068,2025-02-20,Thursday,7.6,4.2,True,1,Walk,9.6,Happy
STD127,2025-04-15,Tuesday,6.5,5.7,False,1,None,4.9,Happy
STD053,2025-03-10,Monday,8.9,3.1,True,1,Walk,9.7,Stressed
STD156,2025-04-10,Thursday,5.7,0.4,False,2,None,4.2,Neutral
STD028,2025-02-19,Wednesday,9.6,6.1,True,1,Gym,7.4,Happy
STD183,2025-02-17,Monday,7.8,7.2,False,4,Walk,3.4,Happy
STD175,2025-04-17,Thursday,7.2,7.7,True,4,Sports,9.4,Stressed
STD062,2025-04-15,Tuesday,7.3,6.1,False,3,None,5.4,Sad
STD082,2025-03-09,Sunday,6.1,5.2,False,3,Sports,5.8,Happy
STD171,2025-04-08,Tuesday,4.8,2.1,False,4,Walk,3.5,Neutral
STD176,2025-03-16,Sunday,8.1,1.6,False,1,Sports,7.9,Happy
STD126,2025-04-05,Saturday,9.6,3.8,True,4,None,7.4,Happy
STD095,2025-03-07,Friday,8.3,0.7,True,4,Walk,9.2,Stressed
STD096,2025-02-23,Sunday,9.2,2.0,True,1,Walk,7.6,Neutral
STD005,2025-03-29,Saturday,9.8,4.5,False,1,None,9.9,Stressed
STD109,2025-04-01,Tuesday,7.3,5.3,True,3,Walk,2.9,Happy
STD029,2025-04-15,Tuesday,8.5,5.3,True,4,Gym,3.0,Neutral
STD109,2025-02-26,Wednesday,8.4,5.5,False,2,Walk,1.0,Neutral
STD136,2025-03-10,Monday,6.3,6.6,True,3,Walk,6.9,Happy
STD137,2025-04-04,Friday,7.4,7.9,False,1,Sports,9.7,Happy
STD018,2025-03-23,Sunday,9.3,2.4,True,2,Walk,3.1,Happy
STD047,2025-03-18,Tuesday,8.1,0.5,True,1,Walk,7.3,Stressed
STD192,2025-04-11,Friday,8.2,6.5,False,1,None,4.7,Sad
STD083,2025-03-15,Saturday,9.6,6.6,True,4,Walk,4.2,Happy
STD156,2025-03-02,Sunday,4.5,2.2,False,3,Sports,2.8,Neutral
STD132,2025-02-27,Thursday,7.9,4.5,False,2,Gym,4.1,Stressed
STD180,2025-04-07,Monday,6.8,3.2,False,1,None,6.7,Neutral
STD156,2025-03-25,Tuesday,8.4,4.0,True,3,None,6.8,Neutral
STD123,2025-04-07,Monday,6.4,6.2,True,4,Sports,7.5,Neutral
STD013,2025-03-06,Thursday,9.7,5.8,True,1,Walk,4.1,Sad
STD153,2025-04-09,Wednesday,5.9,7.2,True,4,None,1.4,Neutral
STD005,2025-03-13,Thursday,8.8,7.4,True,1,None,8.2,Stressed
STD145,2025-02-19,Wednesday,5.8,3.2,False,1,None,9.7,Neutral
STD127,2025-03-27,Thursday,7.0,6.7,True,3,Sports,7.7,Neutral
STD194,2025-02-24,Monday,8.6,4.0,True,4,Walk,6.0,Neutral
STD104,2025-03-11,Tuesday,7.9,6.8,True,4,Walk,4.3,Sad
STD031,2025-04-09,Wednesday,9.8,2.8,False,2,Gym,2.3,Stressed
STD031,2025-02-24,Monday,4.5,4.6,False,3,Gym,8.0,Stressed
STD175,2025-04-14,Monday,7.3,1.3,False,3,None,3.9,Stressed
STD081,2025-03-04,Tuesday,7.9,4.1,False,2,None,5.9,Neutral
STD163,2025-03-14,Friday,6.6,3.4,True,4,Gym,2.0,Happy
STD115,2025-03-08,Saturday,8.6,5.9,False,4,Gym,8.9,Stressed
STD137,2025-03-06,Thursday,9.6,7.3,True,4,None,3.4,Happy
STD127,2025-02-22,Saturday,4.8,0.5,True,1,None,2.4,Stressed
STD100,2025-03-10,Monday,9.0,6.1,True,2,None,5.4,Stressed
STD075,2025-02-20,Thursday,4.1,4.4,True,4,Gym,2.9,Happy
STD151,2025-04-08,Tuesday,5.2,5.7,False,4,Gym,6.1,Sad
STD106,2025-02-22,Saturday,9.1,6.0,True,4,Walk,3.9,Happy
STD137,2025-03-28,Friday,7.2,6.0,False,3,None,6.7,Stressed
STD181,2025-03-15,Saturday,9.1,8.0,True,3,Walk,7.2,Stressed
STD149,2025-03-27,Thursday,6.0,3.2,False,1,Walk,8.9,Stressed
STD111,2025-04-05,Saturday,4.4,7.9,False,3,None,4.9,Sad
STD068,2025-03-27,Thursday,5.4,4.8,True,4,Walk,7.9,Stressed
STD108,2025-02-23,Sunday,5.7,7.4,False,3,Gym,7.8,Sad
STD034,2025-03-20,Thursday,5.1,3.8,False,4,None,5.3,Stressed
STD090,2025-03-24,Monday,7.9,1.1,True,1,Sports,3.0,Neutral
STD110,2025-03-04,Tuesday,4.4,0.9,True,1,None,5.0,Sad
STD069,2025-02-17,Monday,9.7,7.0,True,2,Sports,7.4,Neutral
STD183,2025-02-20,Thursday,6.1,6.9,False,2,Gym,5.8,Sad
STD145,2025-04-07,Monday,6.8,1.8,True,3,Gym,2.7,Sad
STD054,2025-03-08,Saturday,6.6,7.5,False,3,None,5.3,Happy
STD194,2025-02-28,Friday,9.7,5.0,False,3,Sports,7.1,Stressed
STD057,2025-03-20,Thursday,4.1,7.6,True,2,None,3.9,Sad
STD137,2025-03-05,Wednesday,5.9,7.4,True,4,Gym,1.8,Stressed
STD079,2025-04-12,Saturday,7.3,2.2,False,4,Walk,4.5,Neutral
STD186,2025-03-19,Wednesday,4.3,4.5,True,1,Sports,3.6,Neutral
STD127,2025-03-10,Monday,8.3,4.8,True,3,None,8.2,Happy
STD024,2025-04-04,Friday,9.9,6.0,True,3,Gym,7.4,Neutral
STD066,2025-03-12,Wednesday,7.3,2.7,False,1,None,7.3,Stressed
STD075,2025-02-21,Friday,9.4,1.8,True,1,Sports,4.4,Stressed
STD133,2025-04-16,Wednesday,6.7,1.0,True,2,None,3.1,Stressed
STD024,2025-04-09,Wednesday,4.8,5.1,True,4,None,3.6,Neutral
STD187,2025-04-15,Tuesday,5.3,5.9,False,4,Walk,1.3,Stressed
STD200,2025-03-28,Friday,7.1,5.5,True,4,Sports,6.6,Happy
STD059,2025-02-17,Monday,7.9,1.4,False,3,None,9.8,Happy
STD138,2025-03-24,Monday,4.6,0.9,True,1,None,1.4,Stressed
STD125,2025-03-26,Wednesday,5.5,0.2,False,3,None,1.5,Happy
STD021,2025-02-20,Thursday,8.4,4.1,True,4,Walk,3.2,Stressed
STD095,2025-03-26,Wednesday,6.5,6.9,False,1,Walk,4.3,Neutral
STD150,2025-03-16,Sunday,6.7,0.3,True,3,Walk,5.1,Stressed
STD183,2025-02-27,Thursday,8.8,0.9,False,1,Gym,4.2,Stressed
STD056,2025-03-25,Tuesday,7.8,0.4,True,2,Gym,4.3,Happy
STD023,2025-03-08,Saturday,9.6,1.8,True,1,Gym,8.0,Happy
STD178,2025-03-23,Sunday,6.7,0.8,False,4,None,4.5,Happy
STD018,2025-04-17,Thursday,4.7,4.6,False,4,Walk,8.6,Neutral
STD114,2025-02-28,Friday,9.5,0.2,True,1,None,3.0,Neutral
STD008,2025-02-20,Thursday,6.2,7.7,True,3,Sports,4.7,Stressed
STD199,2025-03-01,Saturday,7.0,6.5,True,4,Walk,7.3,Neutral
STD100,2025-03-07,Friday,9.6,2.0,True,1,Sports,4.5,Happy
STD016,2025-04-06,Sunday,9.2,5.2,True,3,Walk,4.4,Neutral
STD104,2025-03-23,Sunday,5.6,4.1,False,3,Walk,4.1,Stressed
STD093,2025-04-06,Sunday,7.3,7.2,False,1,Gym,2.4,Happy
STD011,2025-04-02,Wednesday,6.3,5.8,False,2,Walk,2.9,Sad
STD196,2025-03-02,Sunday,5.5,7.5,False,4,Gym,3.8,Neutral
STD049,2025-04-05,Saturday,6.4,6.6,True,1,None,7.1,Neutral
STD176,2025-03-02,Sunday,7.3,5.2,False,1,Sports,8.8,Happy
STD133,2025-03-20,Thursday,6.2,6.3,False,2,None,6.6,Neutral
STD034,2025-03-11,Tuesday,5.3,1.4,False,3,None,5.5,Neutral
STD047,2025-04-10,Thursday,7.1,0.3,True,1,Gym,2.3,Neutral
STD172,2025-02-24,Monday,9.9,3.4,True,4,Gym,1.2,Neutral
STD169,2025-04-09,Wednesday,5.1,3.7,True,1,None,3.7,Happy
STD040,2025-04-11,Friday,6.8,1.7,False,2,Gym,3.8,Neutral
STD197,2025-02-18,Tuesday,6.3,6.3,True,2,Sports,7.2,Happy
STD017,2025-03-27,Thursday,9.5,5.3,False,2,Gym,3.1,Neutral
STD166,2025-03-30,Sunday,4.1,5.5,True,1,Walk,3.8,Happy
STD056,2025-02-26,Wednesday,5.0,6.1,False,4,None,3.5,Sad
STD187,2025-03-23,Sunday,8.3,4.4,True,4,None,3.5,Happy
STD043,2025-04-08,Tuesday,7.1,6.9,False,2,Sports,4.3,Happy
STD045,2025-03-10,Monday,10.0,3.8,False,3,None,7.2,Neutral
STD134,2025-03-19,Wednesday,8.9,5.0,False,1,None,6.7,Stressed
STD150,2025-04-05,Saturday,4.2,4.5,True,3,Gym,6.2,Happy
STD053,2025-03-11,Tuesday,6.0,6.2,True,2,Walk,6.3,Neutral
STD158,2025-03-20,Thursday,9.7,2.5,True,2,Walk,5.7,Neutral
STD195,2025-04-07,Monday,5.9,4.7,True,4,Gym,6.5,Stressed
STD115,2025-04-07,Monday,5.6,2.5,False,3,None,2.0,Stressed
STD186,2025-03-28,Friday,5.2,2.5,True,3,Sports,5.8,Neutral
STD144,2025-03-26,Wednesday,8.6,4.4,False,3,Walk,2.5,Neutral
STD036,2025-03-04,Tuesday,5.6,3.6,False,1,Gym,7.0,Neutral
STD021,2025-03-14,Friday,7.0,2.6,False,4,Walk,9.2,Neutral
STD077,2025-03-18,Tuesday,9.9,7.8,True,3,Gym,3.3,Neutral
STD097,2025-04-06,Sunday,5.1,7.4,True,3,None,6.0,Neutral
STD145,2025-04-17,Thursday,8.6,6.7,True,4,Walk,8.5,Happy
